price_date,island,fuel_code,pop_weighted_avg_nzd_per_l,year,month,season
2025-04-18,South,P98,2.917,2025,4,Autumn
2025-04-25,North,DSL,1.842,2025,4,Autumn
2025-04-25,North,P91,2.523,2025,4,Autumn
2025-04-25,North,P95,2.698,2025,4,Autumn
2025-04-25,North,P98,2.858,2025,4,Autumn
2025-04-25,South,DSL,1.87,2025,4,Autumn
2025-04-25,South,P91,2.566,2025,4,Autumn
2025-04-25,South,P95,2.723,2025,4,Autumn
2025-04-25,South,P98,2.902,2025,4,Autumn
2025-05-02,North,DSL,1.826,2025,5,Autumn
2025-05-02,North,P91,2.51,2025,5,Autumn
2025-05-02,North,P95,2.681,2025,5,Autumn
2025-05-02,North,P98,2.853,2025,5,Autumn
2025-05-02,South,DSL,1.866,2025,5,Autumn
2025-05-02,South,P91,2.549,2025,5,Autumn
2025-05-02,South,P95,2.712,2025,5,Autumn
2025-05-02,South,P98,2.896,2025,5,Autumn
2025-05-09,North,DSL,1.808,2025,5,Autumn
2025-05-09,North,P91,2.51,2025,5,Autumn
2025-05-09,North,P95,2.676,2025,5,Autumn
2025-05-09,North,P98,2.837,2025,5,Autumn
2025-05-09,South,DSL,1.83,2025,5,Autumn
2025-05-09,South,P91,2.537,2025,5,Autumn
2025-05-09,South,P95,2.688,2025,5,Autumn
2025-05-09,South,P98,2.852,2025,5,Autumn
2025-05-16,North,DSL,1.788,2025,5,Autumn
2025-05-16,North,P91,2.496,2025,5,Autumn
2025-05-16,North,P95,2.664,2025,5,Autumn
2025-05-16,North,P98,2.825,2025,5,Autumn
2025-05-16,South,DSL,1.812,2025,5,Autumn
2025-05-16,South,P91,2.52,2025,5,Autumn
2025-05-16,South,P95,2.705,2025,5,Autumn
2025-05-16,South,P98,2.854,2025,5,Autumn
2025-05-23,North,DSL,1.771,2025,5,Autumn
2025-05-23,North,P91,2.488,2025,5,Autumn
2025-05-23,North,P95,2.649,2025,5,Autumn
2025-05-23,North,P98,2.813,2025,5,Autumn
2025-05-23,South,DSL,1.808,2025,5,Autumn
2025-05-23,South,P91,2.519,2025,5,Autumn
2025-05-23,South,P95,2.688,2025,5,Autumn
2025-05-23,South,P98,2.856,2025,5,Autumn
2025-05-30,North,DSL,1.782,2025,5,Autumn
2025-05-30,North,P91,2.476,2025,5,Autumn
2025-05-30,North,P95,2.655,2025,5,Autumn
2025-05-30,North,P98,2.824,2025,5,Autumn
2025-05-30,South,DSL,1.802,2025,5,Autumn
2025-05-30,South,P91,2.506,2025,5,Autumn
2025-05-30,South,P95,2.673,2025,5,Autumn
2025-05-30,South,P98,2.84,2025,5,Autumn
2025-06-06,North,DSL,1.754,2025,6,Winter
2025-06-06,North,P91,2.463,2025,6,Winter
2025-06-06,North,P95,2.635,2025,6,Winter
2025-06-06,North,P98,2.81,2025,6,Winter
2025-06-06,South,DSL,1.782,2025,6,Winter
2025-06-06,South,P91,2.494,2025,6,Winter
2025-06-06,South,P95,2.66,2025,6,Winter
2025-06-06,South,P98,2.831,2025,6,Winter
2025-06-13,North,DSL,1.749,2025,6,Winter
2025-06-13,North,P91,2.459,2025,6,Winter
2025-06-13,North,P95,2.629,2025,6,Winter
2025-06-13,North,P98,2.797,2025,6,Winter
2025-06-13,South,DSL,1.78,2025,6,Winter
2025-06-13,South,P91,2.495,2025,6,Winter
2025-06-13,South,P95,2.672,2025,6,Winter
2025-06-13,South,P98,2.832,2025,6,Winter
2025-06-20,North,DSL,1.772,2025,6,Winter
2025-06-20,North,P91,2.482,2025,6,Winter
2025-06-20,North,P95,2.651,2025,6,Winter
2025-06-20,North,P98,2.822,2025,6,Winter
2025-06-20,South,DSL,1.804,2025,6,Winter
2025-06-20,South,P91,2.506,2025,6,Winter
2025-06-20,South,P95,2.681,2025,6,Winter
2025-06-20,South,P98,2.842,2025,6,Winter
2025-06-27,North,DSL,1.812,2025,6,Winter
2025-06-27,North,P91,2.517,2025,6,Winter
2025-06-27,North,P95,2.702,2025,6,Winter
2025-06-27,North,P98,2.86,2025,6,Winter
2025-06-27,South,DSL,1.829,2025,6,Winter
2025-06-27,South,P91,2.558,2025,6,Winter
2025-06-27,South,P95,2.716,2025,6,Winter
2025-06-27,South,P98,2.898,2025,6,Winter
2025-07-04,North,DSL,1.83,2025,7,Winter
2025-07-04,North,P91,2.526,2025,7,Winter
2025-07-04,North,P95,2.688,2025,7,Winter
2025-07-04,North,P98,2.858,2025,7,Winter
2025-07-04,South,DSL,1.861,2025,7,Winter
2025-07-04,South,P91,2.556,2025,7,Winter
2025-07-04,South,P95,2.719,2025,7,Winter
2025-07-04,South,P98,2.896,2025,7,Winter
2025-07-11,North,DSL,1.814,2025,7,Winter
2025-07-11,North,P91,2.513,2025,7,Winter
2025-07-11,North,P95,2.687,2025,7,Winter
2025-07-11,North,P98,2.846,2025,7,Winter
2025-07-11,South,DSL,1.856,2025,7,Winter
2025-07-11,South,P91,2.57,2025,7,Winter
2025-07-11,South,P95,2.699,2025,7,Winter
2025-07-11,South,P98,2.88,2025,7,Winter
2025-07-18,North,DSL,1.83,2025,7,Winter
2025-07-18,North,P91,2.515,2025,7,Winter
2025-07-18,North,P95,2.684,2025,7,Winter
2025-07-18,North,P98,2.841,2025,7,Winter
2025-07-18,South,DSL,1.86,2025,7,Winter
2025-07-18,South,P91,2.532,2025,7,Winter
2025-07-18,South,P95,2.712,2025,7,Winter
2025-07-18,South,P98,2.871,2025,7,Winter
2025-07-25,North,DSL,1.821,2025,7,Winter
2025-07-25,North,P91,2.504,2025,7,Winter
2025-07-25,North,P95,2.677,2025,7,Winter
2025-07-25,North,P98,2.858,2025,7,Winter
2025-07-25,South,DSL,1.861,2025,7,Winter
2025-07-25,South,P91,2.552,2025,7,Winter
2025-07-25,South,P95,2.701,2025,7,Winter
2025-07-25,South,P98,2.884,2025,7,Winter
2025-08-01,North,DSL,1.821,2025,8,Winter
2025-08-01,North,P91,2.508,2025,8,Winter
2025-08-01,North,P95,2.68,2025,8,Winter
2025-08-01,North,P98,2.849,2025,8,Winter
2025-08-01,South,DSL,1.851,2025,8,Winter
2025-08-01,South,P91,2.558,2025,8,Winter
2025-08-01,South,P95,2.718,2025,8,Winter
2025-08-01,South,P98,2.877,2025,8,Winter
2025-08-08,North,DSL,1.836,2025,8,Winter
2025-08-08,North,P91,2.522,2025,8,Winter
2025-08-08,North,P95,2.682,2025,8,Winter
2025-08-08,North,P98,2.847,2025,8,Winter
2025-08-08,South,DSL,1.848,2025,8,Winter
2025-08-08,South,P91,2.539,2025,8,Winter
2025-08-08,South,P95,2.704,2025,8,Winter
2025-08-08,South,P98,2.858,2025,8,Winter
2025-08-15,North,DSL,1.817,2025,8,Winter
2025-08-15,North,P91,2.492,2025,8,Winter
2025-08-15,North,P95,2.668,2025,8,Winter
2025-08-15,North,P98,2.846,2025,8,Winter
2025-08-15,South,DSL,1.851,2025,8,Winter
2025-08-15,South,P91,2.528,2025,8,Winter
2025-08-15,South,P95,2.694,2025,8,Winter
2025-08-15,South,P98,2.851,2025,8,Winter
2025-08-22,North,DSL,1.819,2025,8,Winter
2025-08-22,North,P91,2.484,2025,8,Winter
2025-08-22,North,P95,2.65,2025,8,Winter
2025-08-22,North,P98,2.835,2025,8,Winter
2025-08-22,South,DSL,1.844,2025,8,Winter
2025-08-22,South,P91,2.535,2025,8,Winter
2025-08-22,South,P95,2.66,2025,8,Winter
2025-08-22,South,P98,2.861,2025,8,Winter
2025-08-29,North,DSL,1.815,2025,8,Winter
2025-08-29,North,P91,2.503,2025,8,Winter
2025-08-29,North,P95,2.658,2025,8,Winter
2025-08-29,North,P98,2.831,2025,8,Winter
2025-08-29,South,DSL,1.837,2025,8,Winter
2025-08-29,South,P91,2.535,2025,8,Winter
2025-08-29,South,P95,2.694,2025,8,Winter
2025-08-29,South,P98,2.852,2025,8,Winter
2025-09-05,North,DSL,1.822,2025,9,Spring
2025-09-05,North,P91,2.504,2025,9,Spring
2025-09-05,North,P95,2.662,2025,9,Spring
2025-09-05,North,P98,2.84,2025,9,Spring
2025-09-05,South,DSL,1.853,2025,9,Spring
2025-09-05,South,P91,2.542,2025,9,Spring
2025-09-05,South,P95,2.701,2025,9,Spring
2025-09-05,South,P98,2.862,2025,9,Spring
2025-09-12,North,DSL,1.837,2025,9,Spring
2025-09-12,North,P91,2.516,2025,9,Spring
2025-09-12,North,P95,2.665,2025,9,Spring
2025-09-12,North,P98,2.853,2025,9,Spring
2025-09-12,South,DSL,1.856,2025,9,Spring
2025-09-12,South,P91,2.549,2025,9,Spring
2025-09-12,South,P95,2.701,2025,9,Spring
2025-09-12,South,P98,2.87,2025,9,Spring
2025-09-19,North,DSL,1.841,2025,9,Spring
2025-09-19,North,P91,2.516,2025,9,Spring
2025-09-19,North,P95,2.664,2025,9,Spring
2025-09-19,North,P98,2.858,2025,9,Spring
2025-09-19,South,DSL,1.871,2025,9,Spring
2025-09-19,South,P91,2.551,2025,9,Spring
2025-09-19,South,P95,2.707,2025,9,Spring
2025-09-19,South,P98,2.876,2025,9,Spring
2025-09-26,North,DSL,1.837,2025,9,Spring
2025-09-26,North,P91,2.52,2025,9,Spring
2025-09-26,North,P95,2.676,2025,9,Spring
2025-09-26,North,P98,2.836,2025,9,Spring
2025-09-26,South,DSL,1.868,2025,9,Spring
2025-09-26,South,P91,2.544,2025,9,Spring
2025-09-26,South,P95,2.717,2025,9,Spring
2025-09-26,South,P98,2.886,2025,9,Spring
2025-10-03,North,DSL,1.852,2025,10,Spring
2025-10-03,North,P91,2.55,2025,10,Spring
2025-10-03,North,P95,2.667,2025,10,Spring
2025-10-03,North,P98,2.855,2025,10,Spring
2025-10-03,South,DSL,1.89,2025,10,Spring
2025-10-03,South,P91,2.565,2025,10,Spring
2025-10-03,South,P95,2.718,2025,10,Spring
2025-10-03,South,P98,2.879,2025,10,Spring
2025-10-10,North,DSL,1.866,2025,10,Spring
2025-10-10,North,P91,2.552,2025,10,Spring
2025-10-10,North,P95,2.684,2025,10,Spring
2025-10-10,North,P98,2.856,2025,10,Spring
2025-10-10,South,DSL,1.894,2025,10,Spring
2025-10-10,South,P91,2.575,2025,10,Spring
2025-10-10,South,P95,2.708,2025,10,Spring
2025-10-10,South,P98,2.876,2025,10,Spring
2025-10-17,North,DSL,1.877,2025,10,Spring
2025-10-17,North,P91,2.546,2025,10,Spring
2025-10-17,North,P95,2.683,2025,10,Spring
2025-10-17,North,P98,2.845,2025,10,Spring
2025-10-17,South,DSL,1.886,2025,10,Spring
2025-10-17,South,P91,2.581,2025,10,Spring
2025-10-17,South,P95,2.715,2025,10,Spring
2025-10-17,South,P98,2.883,2025,10,Spring
2025-10-24,North,DSL,1.875,2025,10,Spring
2025-10-24,North,P91,2.558,2025,10,Spring
2025-10-24,North,P95,2.678,2025,10,Spring
2025-10-24,North,P98,2.851,2025,10,Spring
2025-10-24,South,DSL,1.896,2025,10,Spring
2025-10-24,South,P91,2.58,2025,10,Spring
2025-10-24,South,P95,2.722,2025,10,Spring
2025-10-24,South,P98,2.884,2025,10,Spring
2025-10-31,North,DSL,1.867,2025,10,Spring
2025-10-31,North,P91,2.551,2025,10,Spring
2025-10-31,North,P95,2.68,2025,10,Spring
2025-10-31,North,P98,2.856,2025,10,Spring
2025-10-31,South,DSL,1.897,2025,10,Spring
2025-10-31,South,P91,2.584,2025,10,Spring
2025-10-31,South,P95,2.708,2025,10,Spring
2025-10-31,South,P98,2.884,2025,10,Spring
2025-11-07,North,DSL,1.892,2025,11,Spring
2025-11-07,North,P91,2.574,2025,11,Spring
2025-11-07,North,P95,2.712,2025,11,Spring
2025-11-07,North,P98,2.868,2025,11,Spring
2025-11-07,South,DSL,1.918,2025,11,Spring
2025-11-07,South,P91,2.598,2025,11,Spring
2025-11-07,South,P95,2.713,2025,11,Spring
2025-11-07,South,P98,2.905,2025,11,Spring
2025-11-14,North,DSL,1.899,2025,11,Spring
2025-11-14,North,P91,2.582,2025,11,Spring
2025-11-14,North,P95,2.714,2025,11,Spring
2025-11-14,North,P98,2.889,2025,11,Spring
2025-11-14,South,DSL,1.947,2025,11,Spring
2025-11-14,South,P91,2.6,2025,11,Spring
2025-11-14,South,P95,2.746,2025,11,Spring
2025-11-14,South,P98,2.905,2025,11,Spring
2025-11-21,North,DSL,1.927,2025,11,Spring
2025-11-21,North,P91,2.599,2025,11,Spring
2025-11-21,North,P95,2.723,2025,11,Spring
2025-11-21,North,P98,2.901,2025,11,Spring
2025-11-21,South,DSL,1.959,2025,11,Spring
2025-11-21,South,P91,2.62,2025,11,Spring
2025-11-21,South,P95,2.745,2025,11,Spring
2025-11-21,South,P98,2.924,2025,11,Spring
2025-11-28,North,DSL,1.944,2025,11,Spring
2025-11-28,North,P91,2.613,2025,11,Spring
2025-11-28,North,P95,2.733,2025,11,Spring
2025-11-28,North,P98,2.906,2025,11,Spring
2025-11-28,South,DSL,1.977,2025,11,Spring
2025-11-28,South,P91,2.641,2025,11,Spring
2025-11-28,South,P95,2.768,2025,11,Spring
2025-11-28,South,P98,2.927,2025,11,Spring
2025-12-05,North,DSL,1.93,2025,12,Summer
2025-12-05,North,P91,2.603,2025,12,Summer
2025-12-05,North,P95,2.742,2025,12,Summer
2025-12-05,North,P98,2.907,2025,12,Summer
2025-12-05,South,DSL,1.969,2025,12,Summer
2025-12-05,South,P91,2.633,2025,12,Summer
2025-12-05,South,P95,2.766,2025,12,Summer
2025-12-05,South,P98,2.935,2025,12,Summer
2025-12-12,North,DSL,1.937,2025,12,Summer
2025-12-12,North,P91,2.618,2025,12,Summer
2025-12-12,North,P95,2.732,2025,12,Summer
2025-12-12,North,P98,2.903,2025,12,Summer
2025-12-12,South,DSL,1.957,2025,12,Summer
2025-12-12,South,P91,2.636,2025,12,Summer
2025-12-12,South,P95,2.767,2025,12,Summer
2025-12-12,South,P98,2.944,2025,12,Summer
2025-12-19,North,DSL,1.919,2025,12,Summer
2025-12-19,North,P91,2.608,2025,12,Summer
2025-12-19,North,P95,2.718,2025,12,Summer
2025-12-19,North,P98,2.911,2025,12,Summer
2025-12-19,South,DSL,1.949,2025,12,Summer
2025-12-19,South,P91,2.628,2025,12,Summer
2025-12-19,South,P95,2.764,2025,12,Summer
2025-12-19,South,P98,2.922,2025,12,Summer
2025-12-26,North,DSL,1.901,2025,12,Summer
2025-12-26,North,P91,2.582,2025,12,Summer
2025-12-26,North,P95,2.71,2025,12,Summer
2025-12-26,North,P98,2.895,2025,12,Summer
2025-12-26,South,DSL,1.944,2025,12,Summer
2025-12-26,South,P91,2.621,2025,12,Summer
2025-12-26,South,P95,2.733,2025,12,Summer
2025-12-26,South,P98,2.913,2025,12,Summer
2026-01-02,North,DSL,1.888,2026,1,Summer
2026-01-02,North,P91,2.571,2026,1,Summer
2026-01-02,North,P95,2.697,2026,1,Summer
2026-01-02,North,P98,2.869,2026,1,Summer
2026-01-02,South,DSL,1.916,2026,1,Summer
2026-01-02,South,P91,2.593,2026,1,Summer
2026-01-02,South,P95,2.726,2026,1,Summer
2026-01-02,South,P98,2.902,2026,1,Summer
2026-01-09,North,DSL,1.886,2026,1,Summer
2026-01-09,North,P91,2.548,2026,1,Summer
2026-01-09,North,P95,2.69,2026,1,Summer
2026-01-09,North,P98,2.853,2026,1,Summer
2026-01-09,South,DSL,1.9,2026,1,Summer
2026-01-09,South,P91,2.593,2026,1,Summer
2026-01-09,South,P95,2.716,2026,1,Summer
2026-01-09,South,P98,2.898,2026,1,Summer
2026-01-16,North,DSL,1.868,2026,1,Summer
2026-01-16,North,P91,2.535,2026,1,Summer
2026-01-16,North,P95,2.664,2026,1,Summer
2026-01-16,North,P98,2.849,2026,1,Summer
2026-01-16,South,DSL,1.891,2026,1,Summer
2026-01-16,South,P91,2.57,2026,1,Summer
2026-01-16,South,P95,2.685,2026,1,Summer
2026-01-16,South,P98,2.87,2026,1,Summer
2026-01-23,North,DSL,1.857,2026,1,Summer
2026-01-23,North,P91,2.528,2026,1,Summer
2026-01-23,North,P95,2.65,2026,1,Summer
2026-01-23,North,P98,2.822,2026,1,Summer
2026-01-23,South,DSL,1.887,2026,1,Summer
2026-01-23,South,P91,2.545,2026,1,Summer
2026-01-23,South,P95,2.679,2026,1,Summer
2026-01-23,South,P98,2.849,2026,1,Summer
2026-01-30,North,DSL,1.858,2026,1,Summer
2026-01-30,North,P91,2.519,2026,1,Summer
2026-01-30,North,P95,2.638,2026,1,Summer
2026-01-30,North,P98,2.809,2026,1,Summer
2026-01-30,South,DSL,1.866,2026,1,Summer
2026-01-30,South,P91,2.542,2026,1,Summer
2026-01-30,South,P95,2.675,2026,1,Summer
2026-01-30,South,P98,2.839,2026,1,Summer
2026-02-06,North,DSL,1.852,2026,2,Summer
2026-02-06,North,P91,2.515,2026,2,Summer
2026-02-06,North,P95,2.633,2026,2,Summer
2026-02-06,North,P98,2.808,2026,2,Summer
2026-02-06,South,DSL,1.862,2026,2,Summer
2026-02-06,South,P91,2.545,2026,2,Summer
2026-02-06,South,P95,2.66,2026,2,Summer
2026-02-06,South,P98,2.827,2026,2,Summer
2026-02-13,North,DSL,1.833,2026,2,Summer
2026-02-13,North,P91,2.51,2026,2,Summer
2026-02-13,North,P95,2.632,2026,2,Summer
2026-02-13,North,P98,2.803,2026,2,Summer
2026-02-13,South,DSL,1.865,2026,2,Summer
2026-02-13,South,P91,2.535,2026,2,Summer
2026-02-13,South,P95,2.677,2026,2,Summer
2026-02-13,South,P98,2.833,2026,2,Summer
2026-02-20,North,DSL,1.834,2026,2,Summer
2026-02-20,North,P91,2.502,2026,2,Summer
2026-02-20,North,P95,2.626,2026,2,Summer
2026-02-20,North,P98,2.801,2026,2,Summer
2026-02-20,South,DSL,1.862,2026,2,Summer
2026-02-20,South,P91,2.525,2026,2,Summer
2026-02-20,South,P95,2.662,2026,2,Summer
2026-02-20,South,P98,2.817,2026,2,Summer
2026-02-27,North,DSL,1.84,2026,2,Summer
2026-02-27,North,P91,2.507,2026,2,Summer
2026-02-27,North,P95,2.617,2026,2,Summer
2026-02-27,North,P98,2.804,2026,2,Summer
2026-02-27,South,DSL,1.86,2026,2,Summer
2026-02-27,South,P91,2.539,2026,2,Summer
2026-02-27,South,P95,2.655,2026,2,Summer
2026-02-27,South,P98,2.842,2026,2,Summer
2026-03-06,North,DSL,1.91,2026,3,Autumn
2026-03-06,North,P91,2.557,2026,3,Autumn
2026-03-06,North,P95,2.692,2026,3,Autumn
2026-03-06,North,P98,2.849,2026,3,Autumn
2026-03-06,South,DSL,1.941,2026,3,Autumn
2026-03-06,South,P91,2.59,2026,3,Autumn
2026-03-06,South,P95,2.716,2026,3,Autumn
2026-03-06,South,P98,2.89,2026,3,Autumn
2026-03-13,North,DSL,2.326,2026,3,Autumn
2026-03-13,North,P91,2.797,2026,3,Autumn
2026-03-13,North,P95,2.906,2026,3,Autumn
2026-03-13,North,P98,3.091,2026,3,Autumn
2026-03-13,South,DSL,2.339,2026,3,Autumn
2026-03-13,South,P91,2.83,2026,3,Autumn
2026-03-13,South,P95,2.942,2026,3,Autumn
2026-03-13,South,P98,3.109,2026,3,Autumn
2026-03-20,North,DSL,2.832,2026,3,Autumn
2026-03-20,North,P91,3.121,2026,3,Autumn
2026-03-20,North,P95,3.235,2026,3,Autumn
2026-03-20,North,P98,3.424,2026,3,Autumn
2026-03-20,South,DSL,2.856,2026,3,Autumn
2026-03-20,South,P91,3.147,2026,3,Autumn
2026-03-20,South,P95,3.277,2026,3,Autumn
2026-03-20,South,P98,3.45,2026,3,Autumn
2026-03-27,North,DSL,3.258,2026,3,Autumn
2026-03-27,North,P91,3.335,2026,3,Autumn
2026-03-27,North,P95,3.487,2026,3,Autumn
2026-03-27,North,P98,3.648,2026,3,Autumn
2026-03-27,South,DSL,3.273,2026,3,Autumn
2026-03-27,South,P91,3.353,2026,3,Autumn
2026-03-27,South,P95,3.502,2026,3,Autumn
2026-03-27,South,P98,3.684,2026,3,Autumn
2026-04-03,North,DSL,3.505,2026,4,Autumn
2026-04-03,North,P91,3.38,2026,4,Autumn
2026-04-03,North,P95,3.522,2026,4,Autumn
2026-04-03,North,P98,3.701,2026,4,Autumn
2026-04-03,South,DSL,3.546,2026,4,Autumn
2026-04-03,South,P91,3.404,2026,4,Autumn
2026-04-03,South,P95,3.57,2026,4,Autumn
2026-04-03,South,P98,3.728,2026,4,Autumn
2026-04-10,North,DSL,3.776,2026,4,Autumn
2026-04-10,North,P91,3.451,2026,4,Autumn
2026-04-10,North,P95,3.595,2026,4,Autumn
2026-04-10,North,P98,3.761,2026,4,Autumn
2026-04-10,South,DSL,3.829,2026,4,Autumn
2026-04-10,South,P91,3.481,2026,4,Autumn
2026-04-10,South,P95,3.635,2026,4,Autumn
2026-04-10,South,P98,3.796,2026,4,Autumn
2026-04-17,North,DSL,3.792,2026,4,Autumn
2026-04-17,North,P91,3.4,2026,4,Autumn
2026-04-17,North,P95,3.558,2026,4,Autumn
2026-04-17,North,P98,3.726,2026,4,Autumn
2026-04-17,South,DSL,3.804,2026,4,Autumn
2026-04-17,South,P91,3.435,2026,4,Autumn
2026-04-17,South,P95,3.579,2026,4,Autumn
2026-04-17,South,P98,3.755,2026,4,Autumn
2026-04-24,North,DSL,3.481,2026,4,Autumn
2026-04-24,North,P91,3.292,2026,4,Autumn
2026-04-24,North,P95,3.434,2026,4,Autumn
2026-04-24,North,P98,3.614,2026,4,Autumn
2026-04-24,South,DSL,3.516,2026,4,Autumn
2026-04-24,South,P91,3.311,2026,4,Autumn
2026-04-24,South,P95,3.46,2026,4,Autumn
2026-04-24,South,P98,3.63,2026,4,Autumn
2026-05-01,North,DSL,3.283,2026,5,Autumn
2026-05-01,North,P91,3.199,2026,5,Autumn
2026-05-01,North,P95,3.365,2026,5,Autumn
2026-05-01,North,P98,3.534,2026,5,Autumn
2026-05-01,South,DSL,3.303,2026,5,Autumn
2026-05-01,South,P91,3.239,2026,5,Autumn
2026-05-01,South,P95,3.399,2026,5,Autumn
2026-05-01,South,P98,3.556,2026,5,Autumn
